Name,"Base 
Currency",Ticker,ISIN,"Global Broad 
Category Group","Global 
Category",Morningstar Category,"Morningstar 
Institutional Category","Morningstar 
Rating 
Overall",US Category Group,Domicile,Fund Legal Structure,"Equity 
Style Box (Long)","Fixed Inc 
Style Box (Long)",Firm Name,Branding Name,"Inception 
Date",Manager Name,Manager History,Manager Ownership Level,"Manager 
Tenure 
(Longest)","Manager 
Tenure 
(Average)","Primary Prospectus 
Benchmark","Primary Prospectus 
Benchmark Id","Primary Prospectus 
Benchmark Inception Date","Net Assets 
Date",Net Assets-Share Class USD,"Fund Size 
Date","Fund Size 
USD","Holding of 
an Investment","Oldest 
Share Class","12 Mo 
Yield Date","12 Mo 
Yield","Latest 
Dividend 
Date","Latest Dividend 
USD",Share Split,"Latest 
Capital Gain 
Date","Latest 
Capital Gain 
USD","Portfolio 
Date","Return Date 
(Daily)","NAV (Daily) 
USD","Total Ret 
1 Day 
(Daily) 
USD","Total Ret 
YTD 
(Daily) 
USD","Total Ret 
1 Yr 
(Daily) 
USD","Total Ret 
Annlzd 2 Yr 
(Daily) 
USD","Total Ret 
Annlzd 3 Yr 
(Daily) 
USD","Total Ret 
Annlzd 5 Yr 
(Daily) 
USD","Annual Report 
Net Expense 
Ratio","Annual Report 
Ongoing Charge","Annual Report 
Ongoing Charge 
Date","Annual Report 
Gross Expense 
Ratio","Prospectus 
Objective",Turnover Ratio % Date,"Turnover 
Ratio %",SecId,PerformanceId,FundId,StrategyId,StrategyId,CUSIP,Investment Type,"Performance 
Data Ready","Price 
Data Ready","Operations 
Data Ready","Portfolio 
Data Ready","Note Effective 
Date","Primary Share 
in Market","Target Date 
Report Date","Equity Profile 
Report Date",Annual Report Adjusted Expense Ratio,Prospectus Adjusted Expense Ratio,Submarket
JPMorgan US Value R6,US Dollar,VGINX,US46641U5645,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,JPMorgan,JPMorgan,11/2/2015,Clare A. Hart;David Silberman;Andrew Brandon;,[1997-07-28 -- 1999-08-13] Diane L. Sobin;[1991-09-01 -- 1995-03-17] Mark A. Tincher;[1991-05-01 -- 1991-09-01] Kathleen T. Millard;[1987-09-23 -- 1991-05-01] James Manley;[1995-03-01 -- 1999-08-13] Gregory S. Adams;[1995-03-01 -- 1999-02-26] David Klassen;[1999-08-13 -- 2002-01-01] Robert Heintz;[1999-08-13 -- 2002-01-01] Steve O'Keefe;[2002-01-01 -- 2019-11-01] Jonathan K.L. Simon;[2004-03-01 -- ] Clare A. Hart;[2002-10-31 -- 2005-02-19] Michael L. Foss;[2019-11-01 -- ] David Silberman;[2019-02-12 -- ] Andrew Brandon;,Clare A. Hart [NA - FC Inconsistent];David Silberman [NA - FC Inconsistent];Andrew Brandon [NA - FC Inconsistent];,17.67,7.47,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"333,836,438.00",11/5/2021,"1,768,371,943.00",No,No,10/31/2021,1.3,9/28/2021,0.3,,12/11/2020,0.64,9/30/2021,11/5/2021,73.45,,,,,,,0.44,,,0.5,Growth and Income,6/30/2021,14,F00000W9GN,0P00016MH0,FSUSA002S6,STUSA07HZ9,STUSA07HZ9,46641U564,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.44,0.44,
JPMorgan Value Advantage R2,US Dollar,JGAQX,US48123X2071,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,JPMorgan,JPMorgan,7/31/2017,Jonathan K.L. Simon;Lawrence E. Playford;Graham Spence;,[2005-02-28 -- ] Jonathan K.L. Simon;[2005-02-28 -- ] Lawrence E. Playford;[2006-05-01 -- 2019-02-12] Gloria H. Fu;[2020-11-01 -- ] Graham Spence;,Jonathan K.L. Simon [NA - FC Inconsistent];Lawrence E. Playford [NA - FC Inconsistent];Graham Spence [NA - FC Inconsistent];,16.75,11.5,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,11/5/2021,"258,135.00",11/5/2021,"10,972,892,223.00",No,No,10/31/2021,1.08,12/18/2020,0.48,,12/11/2020,0.53,9/30/2021,11/5/2021,44.91,,,,,,,1.38,,,1.54,Growth and Income,6/30/2021,34,F00000YYDR,0P0001AGYK,FSUSA069IM,STUSA04STR,STUSA04STR,48123X207,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.38,1.3,
JPMorgan Value Advantage R3,US Dollar,JVAPX,US46641U4325,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,JPMorgan,JPMorgan,9/9/2016,Jonathan K.L. Simon;Lawrence E. Playford;Graham Spence;,[2005-02-28 -- ] Jonathan K.L. Simon;[2005-02-28 -- ] Lawrence E. Playford;[2006-05-01 -- 2019-02-12] Gloria H. Fu;[2020-11-01 -- ] Graham Spence;,Jonathan K.L. Simon [NA - FC Inconsistent];Lawrence E. Playford [NA - FC Inconsistent];Graham Spence [NA - FC Inconsistent];,16.75,11.5,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,11/5/2021,"3,371,199.00",11/5/2021,"10,972,892,223.00",No,No,10/31/2021,1.18,12/18/2020,0.53,,12/11/2020,0.53,9/30/2021,11/5/2021,44.84,,,,,,,1.13,,,1.17,Growth and Income,6/30/2021,34,F00000XEEH,0P000188OU,FSUSA069IM,STUSA04STR,STUSA04STR,46641U432,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.13,1.05,
JPMorgan Value Advantage R4,US Dollar,JVAQX,US46641U4242,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,JPMorgan,JPMorgan,9/9/2016,Jonathan K.L. Simon;Lawrence E. Playford;Graham Spence;,[2005-02-28 -- ] Jonathan K.L. Simon;[2005-02-28 -- ] Lawrence E. Playford;[2006-05-01 -- 2019-02-12] Gloria H. Fu;[2020-11-01 -- ] Graham Spence;,Jonathan K.L. Simon [NA - FC Inconsistent];Lawrence E. Playford [NA - FC Inconsistent];Graham Spence [NA - FC Inconsistent];,16.75,11.5,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,11/5/2021,"1,803,270.00",11/5/2021,"10,972,892,223.00",No,No,10/31/2021,1.31,12/18/2020,0.59,,12/11/2020,0.53,9/30/2021,11/5/2021,45.48,,,,,,,0.88,,,0.89,Growth and Income,6/30/2021,34,F00000XEEI,0P000188OV,FSUSA069IM,STUSA04STR,STUSA04STR,46641U424,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.88,0.8,
JPMorgan Value Advantage R5,US Dollar,JVARX,US46641U3905,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,JPMorgan,JPMorgan,9/9/2016,Jonathan K.L. Simon;Lawrence E. Playford;Graham Spence;,[2005-02-28 -- ] Jonathan K.L. Simon;[2005-02-28 -- ] Lawrence E. Playford;[2006-05-01 -- 2019-02-12] Gloria H. Fu;[2020-11-01 -- ] Graham Spence;,Jonathan K.L. Simon [NA - FC Inconsistent];Lawrence E. Playford [NA - FC Inconsistent];Graham Spence [NA - FC Inconsistent];,16.75,11.5,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,11/5/2021,"1,455,511.00",11/5/2021,"10,972,892,223.00",No,No,10/31/2021,1.37,12/18/2020,0.62,,12/11/2020,0.53,9/30/2021,11/5/2021,45.71,,,,,,,0.73,,,0.74,Growth and Income,6/30/2021,34,F00000XEEJ,0P000188OW,FSUSA069IM,STUSA04STR,STUSA04STR,46641U390,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.73,0.65,
JPMorgan Value Advantage R6,US Dollar,JVAYX,US46641U3822,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,JPMorgan,JPMorgan,9/9/2016,Jonathan K.L. Simon;Lawrence E. Playford;Graham Spence;,[2005-02-28 -- ] Jonathan K.L. Simon;[2005-02-28 -- ] Lawrence E. Playford;[2006-05-01 -- 2019-02-12] Gloria H. Fu;[2020-11-01 -- ] Graham Spence;,Jonathan K.L. Simon [NA - FC Inconsistent];Lawrence E. Playford [NA - FC Inconsistent];Graham Spence [NA - FC Inconsistent];,16.75,11.5,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,11/5/2021,"5,061,312,931.00",11/5/2021,"10,972,892,223.00",Yes,No,10/31/2021,1.47,12/18/2020,0.67,,12/11/2020,0.53,9/30/2021,11/5/2021,45.77,,,,,,,0.63,,,0.64,Growth and Income,6/30/2021,34,F00000XEEK,0P000188OX,FSUSA069IM,STUSA04STR,STUSA04STR,46641U382,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.63,0.55,
Lord Abbett Affiliated F3,US Dollar,LTFOX,US5440018456,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Lord Abbett,Lord Abbett,4/4/2017,Ryan C. Howard;Marc Pavese;Darnell C Azeez;Servesh Tiwari;,[1991-04-01 -- 1996-05-01] Thomas S. Henderson;[1982-06-01 -- 2006-02-28] W. Thomas Hudson;[1972-01-01 -- 1991-03-31] John P. McCarthy;[1991-06-01 -- 2005-10-01] Robert G. Morris;[1998-07-01 -- 2009-06-30] Eli M. Salzmann;[2013-06-11 -- 2021-03-01] Walter H. Prahl;[2003-12-31 -- 2007-06-17] Kenneth G. Fuller;[2009-03-01 -- 2009-06-30] Kenneth G. Fuller;[2002-03-01 -- 2009-02-28] Sholom Dinsky;[2013-06-11 -- 2016-03-01] Frederick J. Ruvkun;[2009-07-01 -- 2013-06-10] Daniel H. Frascarelli;[2021-05-15 -- ] Ryan C. Howard;[2019-08-01 -- 2019-12-17] David J. Linsen;[2016-03-01 -- ] Marc Pavese;[2019-08-01 -- ] Darnell C Azeez;[2019-08-01 -- ] Servesh Tiwari;,"Ryan C. Howard [NA - New Manager];Marc Pavese [$100,001 - $500,000];Darnell C Azeez [$500,001 - $1,000,000];Servesh Tiwari [$50,001 - $100,000];",5.67,2.67,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"125,236,638.00",11/5/2021,"6,710,298,464.00",No,No,10/31/2021,1.59,9/29/2021,0.09,,11/21/2019,0.34,8/31/2021,11/5/2021,18.91,,,,,,,0.39,,,0.39,Growth and Income,10/31/2020,63,F00000YM70,0P00019UUG,FSUSA0000R,STUSA05RRK,STUSA05RRK,544001845,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.39,0.38,
Lord Abbett Affiliated R4,US Dollar,LAFSX,US5440018860,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Lord Abbett,Lord Abbett,6/30/2015,Ryan C. Howard;Marc Pavese;Darnell C Azeez;Servesh Tiwari;,[1991-04-01 -- 1996-05-01] Thomas S. Henderson;[1982-06-01 -- 2006-02-28] W. Thomas Hudson;[1972-01-01 -- 1991-03-31] John P. McCarthy;[1991-06-01 -- 2005-10-01] Robert G. Morris;[1998-07-01 -- 2009-06-30] Eli M. Salzmann;[2013-06-11 -- 2021-03-01] Walter H. Prahl;[2003-12-31 -- 2007-06-17] Kenneth G. Fuller;[2009-03-01 -- 2009-06-30] Kenneth G. Fuller;[2002-03-01 -- 2009-02-28] Sholom Dinsky;[2013-06-11 -- 2016-03-01] Frederick J. Ruvkun;[2009-07-01 -- 2013-06-10] Daniel H. Frascarelli;[2021-05-15 -- ] Ryan C. Howard;[2019-08-01 -- 2019-12-17] David J. Linsen;[2016-03-01 -- ] Marc Pavese;[2019-08-01 -- ] Darnell C Azeez;[2019-08-01 -- ] Servesh Tiwari;,"Ryan C. Howard [NA - New Manager];Marc Pavese [$100,001 - $500,000];Darnell C Azeez [$500,001 - $1,000,000];Servesh Tiwari [$50,001 - $100,000];",5.67,2.67,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"12,637,361.00",11/5/2021,"6,710,298,464.00",No,No,10/31/2021,1.35,9/29/2021,0.07,,11/21/2019,0.34,8/31/2021,11/5/2021,18.69,,,,,,,0.72,,,0.73,Growth and Income,10/31/2020,63,F00000VE7U,0P00015FZO,FSUSA0000R,STUSA05RRK,STUSA05RRK,544001886,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.72,0.72,
Lord Abbett Affiliated R5,US Dollar,LAFTX,US5440018787,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Lord Abbett,Lord Abbett,6/30/2015,Ryan C. Howard;Marc Pavese;Darnell C Azeez;Servesh Tiwari;,[1991-04-01 -- 1996-05-01] Thomas S. Henderson;[1982-06-01 -- 2006-02-28] W. Thomas Hudson;[1972-01-01 -- 1991-03-31] John P. McCarthy;[1991-06-01 -- 2005-10-01] Robert G. Morris;[1998-07-01 -- 2009-06-30] Eli M. Salzmann;[2013-06-11 -- 2021-03-01] Walter H. Prahl;[2003-12-31 -- 2007-06-17] Kenneth G. Fuller;[2009-03-01 -- 2009-06-30] Kenneth G. Fuller;[2002-03-01 -- 2009-02-28] Sholom Dinsky;[2013-06-11 -- 2016-03-01] Frederick J. Ruvkun;[2009-07-01 -- 2013-06-10] Daniel H. Frascarelli;[2021-05-15 -- ] Ryan C. Howard;[2019-08-01 -- 2019-12-17] David J. Linsen;[2016-03-01 -- ] Marc Pavese;[2019-08-01 -- ] Darnell C Azeez;[2019-08-01 -- ] Servesh Tiwari;,"Ryan C. Howard [NA - New Manager];Marc Pavese [$100,001 - $500,000];Darnell C Azeez [$500,001 - $1,000,000];Servesh Tiwari [$50,001 - $100,000];",5.67,2.67,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"2,649,498.00",11/5/2021,"6,710,298,464.00",No,No,10/31/2021,1.55,9/29/2021,0.08,,11/21/2019,0.34,8/31/2021,11/5/2021,18.83,,,,,,,0.48,,,0.48,Growth and Income,10/31/2020,63,F00000VE7V,0P00015FZP,FSUSA0000R,STUSA05RRK,STUSA05RRK,544001878,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.48,0.47,
Lord Abbett Affiliated R6,US Dollar,LAFVX,US5440018605,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Lord Abbett,Lord Abbett,6/30/2015,Ryan C. Howard;Marc Pavese;Darnell C Azeez;Servesh Tiwari;,[1991-04-01 -- 1996-05-01] Thomas S. Henderson;[1982-06-01 -- 2006-02-28] W. Thomas Hudson;[1972-01-01 -- 1991-03-31] John P. McCarthy;[1991-06-01 -- 2005-10-01] Robert G. Morris;[1998-07-01 -- 2009-06-30] Eli M. Salzmann;[2013-06-11 -- 2021-03-01] Walter H. Prahl;[2003-12-31 -- 2007-06-17] Kenneth G. Fuller;[2009-03-01 -- 2009-06-30] Kenneth G. Fuller;[2002-03-01 -- 2009-02-28] Sholom Dinsky;[2013-06-11 -- 2016-03-01] Frederick J. Ruvkun;[2009-07-01 -- 2013-06-10] Daniel H. Frascarelli;[2021-05-15 -- ] Ryan C. Howard;[2019-08-01 -- 2019-12-17] David J. Linsen;[2016-03-01 -- ] Marc Pavese;[2019-08-01 -- ] Darnell C Azeez;[2019-08-01 -- ] Servesh Tiwari;,"Ryan C. Howard [NA - New Manager];Marc Pavese [$100,001 - $500,000];Darnell C Azeez [$500,001 - $1,000,000];Servesh Tiwari [$50,001 - $100,000];",5.67,2.67,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"89,085,285.00",11/5/2021,"6,710,298,464.00",No,No,10/31/2021,1.59,9/29/2021,0.09,,11/21/2019,0.34,8/31/2021,11/5/2021,18.9,,,,,,,0.39,,,0.39,Growth and Income,10/31/2020,63,F00000VE7W,0P00015FZQ,FSUSA0000R,STUSA05RRK,STUSA05RRK,544001860,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.39,0.38,
Lord Abbett Fundamental Equity F3,US Dollar,LDFOX,US54400A4563,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Lord Abbett,Lord Abbett,4/4/2017,Jeff D. Diamond;John C. Hardy;,[2001-12-31 -- 2013-09-30] Robert P. Fetch;[2002-03-01 -- 2006-02-09] Gerard E. Heffernan;[1994-06-01 -- 2002-03-01] Robert G. Morris;[2002-03-01 -- 2009-02-16] Howard E. Hansen;[1997-06-01 -- 2002-03-01] Eli M. Salzmann;[2002-03-01 -- 2006-02-09] David G. Builder;[2018-09-05 -- ] Jeff D. Diamond;[2010-12-31 -- 2018-09-05] Sean J. Aurigemma;[2002-03-01 -- 2006-02-09] Daniel H. Frascarelli;[2018-09-05 -- 2021-08-25] Eli Rabinowich;[2009-02-17 -- 2014-07-03] Deepak Khanna;[2018-09-05 -- 2019-08-01] So Young Lee;[2020-09-14 -- ] John C. Hardy;,"Jeff D. Diamond [$100,001 - $500,000];John C. Hardy [$1 - $10,000];",3.17,2.17,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"20,262,196.00",11/5/2021,"2,040,991,907.00",No,No,10/31/2021,1.59,11/24/2020,0.24,,11/21/2019,1.09,8/31/2021,11/5/2021,15.59,,,,,,,0.63,,,0.63,Growth,10/31/2020,59,F00000YM6K,0P00019UU0,FSUSA0005U,STUSA04ARU,STUSA04ARU,54400A456,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.63,0.63,
Lord Abbett Fundamental Equity R4,US Dollar,LAVSX,US54400A8523,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Lord Abbett,Lord Abbett,6/30/2015,Jeff D. Diamond;John C. Hardy;,[2001-12-31 -- 2013-09-30] Robert P. Fetch;[2002-03-01 -- 2006-02-09] Gerard E. Heffernan;[1994-06-01 -- 2002-03-01] Robert G. Morris;[2002-03-01 -- 2009-02-16] Howard E. Hansen;[1997-06-01 -- 2002-03-01] Eli M. Salzmann;[2002-03-01 -- 2006-02-09] David G. Builder;[2018-09-05 -- ] Jeff D. Diamond;[2010-12-31 -- 2018-09-05] Sean J. Aurigemma;[2002-03-01 -- 2006-02-09] Daniel H. Frascarelli;[2018-09-05 -- 2021-08-25] Eli Rabinowich;[2009-02-17 -- 2014-07-03] Deepak Khanna;[2018-09-05 -- 2019-08-01] So Young Lee;[2020-09-14 -- ] John C. Hardy;,"Jeff D. Diamond [$100,001 - $500,000];John C. Hardy [$1 - $10,000];",3.17,2.17,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"3,060,291.00",11/5/2021,"2,040,991,907.00",Yes,No,10/31/2021,1.35,11/24/2020,0.2,,11/21/2019,1.09,8/31/2021,11/5/2021,15.27,,,,,,,0.94,,,0.94,Growth,10/31/2020,59,F00000VEJO,0P00015GME,FSUSA0005U,STUSA04ARU,STUSA04ARU,54400A852,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.94,0.94,
Lord Abbett Fundamental Equity R5,US Dollar,LAVTX,US54400A8457,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Lord Abbett,Lord Abbett,6/30/2015,Jeff D. Diamond;John C. Hardy;,[2001-12-31 -- 2013-09-30] Robert P. Fetch;[2002-03-01 -- 2006-02-09] Gerard E. Heffernan;[1994-06-01 -- 2002-03-01] Robert G. Morris;[2002-03-01 -- 2009-02-16] Howard E. Hansen;[1997-06-01 -- 2002-03-01] Eli M. Salzmann;[2002-03-01 -- 2006-02-09] David G. Builder;[2018-09-05 -- ] Jeff D. Diamond;[2010-12-31 -- 2018-09-05] Sean J. Aurigemma;[2002-03-01 -- 2006-02-09] Daniel H. Frascarelli;[2018-09-05 -- 2021-08-25] Eli Rabinowich;[2009-02-17 -- 2014-07-03] Deepak Khanna;[2018-09-05 -- 2019-08-01] So Young Lee;[2020-09-14 -- ] John C. Hardy;,"Jeff D. Diamond [$100,001 - $500,000];John C. Hardy [$1 - $10,000];",3.17,2.17,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"1,007,575.00",11/5/2021,"2,040,991,907.00",No,No,10/31/2021,1.59,11/24/2020,0.24,,11/21/2019,1.09,8/31/2021,11/5/2021,15.49,,,,,,,0.69,,,0.69,Growth,10/31/2020,59,F00000VEJP,0P00015GMF,FSUSA0005U,STUSA04ARU,STUSA04ARU,54400A845,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.69,0.69,
Lord Abbett Fundamental Equity R6,US Dollar,LAVVX,US54400A8374,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Lord Abbett,Lord Abbett,6/30/2015,Jeff D. Diamond;John C. Hardy;,[2001-12-31 -- 2013-09-30] Robert P. Fetch;[2002-03-01 -- 2006-02-09] Gerard E. Heffernan;[1994-06-01 -- 2002-03-01] Robert G. Morris;[2002-03-01 -- 2009-02-16] Howard E. Hansen;[1997-06-01 -- 2002-03-01] Eli M. Salzmann;[2002-03-01 -- 2006-02-09] David G. Builder;[2018-09-05 -- ] Jeff D. Diamond;[2010-12-31 -- 2018-09-05] Sean J. Aurigemma;[2002-03-01 -- 2006-02-09] Daniel H. Frascarelli;[2018-09-05 -- 2021-08-25] Eli Rabinowich;[2009-02-17 -- 2014-07-03] Deepak Khanna;[2018-09-05 -- 2019-08-01] So Young Lee;[2020-09-14 -- ] John C. Hardy;,"Jeff D. Diamond [$100,001 - $500,000];John C. Hardy [$1 - $10,000];",3.17,2.17,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"16,569,397.00",11/5/2021,"2,040,991,907.00",Yes,No,10/31/2021,1.59,11/24/2020,0.24,,11/21/2019,1.09,8/31/2021,11/5/2021,15.59,,,,,,,0.63,,,0.63,Growth,10/31/2020,59,F00000VEJQ,0P00015GMG,FSUSA0005U,STUSA04ARU,STUSA04ARU,54400A837,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.63,0.63,
LSV Value Equity Investor,US Dollar,LVAEX,US00769G3377,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Mid Value,,LSV Fund,LSV,6/10/2014,Josef Lakonishok;Menno Vermeulen;Puneet Mansharamani;Greg Sleight;Guy Lakonishok;,[1999-03-31 -- ] Josef Lakonishok;[1999-03-31 -- ] Menno Vermeulen;[2006-01-13 -- ] Puneet Mansharamani;[2014-07-01 -- ] Greg Sleight;[2014-07-01 -- ] Guy Lakonishok;,"Josef Lakonishok [$1,000,001 and above];Menno Vermeulen [$0 - None];Puneet Mansharamani [$0 - None];Greg Sleight [$0 - None];Guy Lakonishok [$0 - None];",22.67,15.17,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"690,508,983.00",11/5/2021,"2,085,078,979.00",No,No,10/31/2021,1.78,12/30/2020,0.58,,12/22/2020,0.8,9/30/2021,11/5/2021,32.58,,,,,,,0.91,,,0.91,Growth,10/31/2020,24,F00000T5TQ,0P00012P8J,FSUSA003JL,STUSA04CYD,STUSA04CYD,00769G337,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.91,0.91,
MainStay Epoch US Equity Yield B,US Dollar,EPLBX,US56064L6377,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,New York Life Investment Management LLC,New York Life,5/8/2017,John M. Tobin;Michael A. Welhoelter;William W. Priest;Kera Van Valen;,[2008-12-03 -- 2012-09-17] David N. Pearl;[2013-02-28 -- ] John M. Tobin;[2009-05-01 -- ] Michael A. Welhoelter;[2012-09-17 -- 2017-10-31] Eric L. Sappenfield;[2009-05-01 -- ] William W. Priest;[2013-02-28 -- ] Kera Van Valen;,John M. Tobin [NA - FC Inconsistent];Michael A. Welhoelter [NA - FC Inconsistent];William W. Priest [NA - FC Inconsistent];Kera Van Valen [NA - FC Inconsistent];,12.5,10.63,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"7,930,683.00",11/5/2021,"1,136,777,622.00",No,No,10/31/2021,0.9,9/30/2021,0.03,,12/5/2019,0.3,9/30/2021,11/5/2021,19.23,,,,,,,2.08,,,2.13,Growth and Income,10/31/2020,29,F00000YJBM,0P00019RH1,FSUSA0AJSE,STUSA05CSX,STUSA05CSX,56064L637,Open-End Fund,Yes,Yes,Yes,Yes,,,,,2.08,2.08,
MainStay Epoch US Equity Yield R1,US Dollar,EPLRX,US56064L6294,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,New York Life Investment Management LLC,New York Life,5/8/2017,John M. Tobin;Michael A. Welhoelter;William W. Priest;Kera Van Valen;,[2008-12-03 -- 2012-09-17] David N. Pearl;[2013-02-28 -- ] John M. Tobin;[2009-05-01 -- ] Michael A. Welhoelter;[2012-09-17 -- 2017-10-31] Eric L. Sappenfield;[2009-05-01 -- ] William W. Priest;[2013-02-28 -- ] Kera Van Valen;,John M. Tobin [NA - FC Inconsistent];Michael A. Welhoelter [NA - FC Inconsistent];William W. Priest [NA - FC Inconsistent];Kera Van Valen [NA - FC Inconsistent];,12.5,10.63,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"730,044.00",11/5/2021,"1,136,777,622.00",No,No,10/31/2021,1.93,9/30/2021,0.09,,12/5/2019,0.3,9/30/2021,11/5/2021,20.15,,,,,,,0.93,,,0.94,Growth and Income,10/31/2020,29,F00000YJBN,0P00019RH2,FSUSA0AJSE,STUSA05CSX,STUSA05CSX,56064L629,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.93,0.94,
MainStay Epoch US Equity Yield R2,US Dollar,EPLSX,US56064L6112,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,New York Life Investment Management LLC,New York Life,5/8/2017,John M. Tobin;Michael A. Welhoelter;William W. Priest;Kera Van Valen;,[2008-12-03 -- 2012-09-17] David N. Pearl;[2013-02-28 -- ] John M. Tobin;[2009-05-01 -- ] Michael A. Welhoelter;[2012-09-17 -- 2017-10-31] Eric L. Sappenfield;[2009-05-01 -- ] William W. Priest;[2013-02-28 -- ] Kera Van Valen;,John M. Tobin [NA - FC Inconsistent];Michael A. Welhoelter [NA - FC Inconsistent];William W. Priest [NA - FC Inconsistent];Kera Van Valen [NA - FC Inconsistent];,12.5,10.63,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"1,630,117.00",11/5/2021,"1,136,777,622.00",No,No,10/31/2021,1.72,9/30/2021,0.08,,12/5/2019,0.3,9/30/2021,11/5/2021,19.94,,,,,,,1.18,,,1.19,Growth and Income,10/31/2020,29,F00000YJBO,0P00019RH3,FSUSA0AJSE,STUSA05CSX,STUSA05CSX,56064L611,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.18,1.19,
